Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,Source_File,condition,genotype/variation,strain/background,AssemblyName,intentional_duplicate (run),dangling_references (run),BioSampleModel,dev_stage,Ecotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Library Name,cell_type,Development_stage,ecotype_background,genotype/varaition,genotype,treatment,Developmental_Stage,Experiment.1,strain,number_of_nuclei,plate/batch,days_after_pollination,fans_peak,female_parent,male_parent,ecotype/background,use_for_atlas,ID,Sample name,Accession,Public description,Project accession,Sample title,Cultivar,Biomaterial provider,Tissue,Age,Age unit,Dev stage,Cell line,Cell type,Collected by,Collection date,Culture collection,Disease,Disease stage,Genotype,Growth protocol,Height length,Isolation source,Latitude longitude,Phenotype,Population,Type,Sex,Specimen voucher,Temperature,Treatment,Study_Title
SRR12547313,,RNA-Seq,76.0,36747444.0,PRJNA660263,SAMN15943023,15157532.0,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037253,GSM4756302,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756302,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548126,,RNA-Seq,42.0,36729520.0,PRJNA660263,SAMN15943413,37930589.0,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037482,GSM4755451,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:03:00Z,1.0,GSM4755451,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,3.0,3C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547247,,RNA-Seq,76.0,36701616.0,PRJNA660263,SAMN15943138,16276844.0,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9037947,GSM4756236,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756236,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547573,,RNA-Seq,76.0,36649328.0,PRJNA660263,SAMN15942777,14996882.0,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037897,GSM4756562,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4756562,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548631,,RNA-Seq,76.0,36638308.0,PRJNA660263,SAMN15943853,16104929.0,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037100,GSM4755956,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755956,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548057,,RNA-Seq,43.0,36610610.0,PRJNA660263,SAMN15943339,37479951.0,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036854,GSM4755382,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:58:00Z,1.0,GSM4755382,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,6C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547148,,RNA-Seq,76.0,36602512.0,PRJNA660263,SAMN15943976,16321984.0,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037033,GSM4756137,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756137,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547763,,RNA-Seq,40.0,36539720.0,PRJNA660263,SAMN15942640,22423532.0,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037471,GSM4755088,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4755088,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547808,,RNA-Seq,40.0,36525680.0,PRJNA660263,SAMN15942532,22542499.0,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037900,GSM4755133,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:16:00Z,1.0,GSM4755133,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548037,,RNA-Seq,43.0,36481190.0,PRJNA660263,SAMN15943326,37462376.0,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9036634,GSM4755362,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:59:00Z,1.0,GSM4755362,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547903,,RNA-Seq,44.0,36476370.0,PRJNA660263,SAMN15942463,35948362.0,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037132,GSM4755228,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:56:00Z,1.0,GSM4755228,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,5.0,3C,Ler,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547930,,RNA-Seq,44.0,36458720.0,PRJNA660263,SAMN15942424,36004738.0,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037334,GSM4755255,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:44:00Z,1.0,GSM4755255,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,3.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547596,,RNA-Seq,76.0,36397692.0,PRJNA660263,SAMN15942743,14972112.0,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9036449,GSM4756585,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4756585,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547722,,RNA-Seq,40.0,36335320.0,PRJNA660263,SAMN15942680,22668083.0,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9036839,GSM4755047,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4755047,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548332,,RNA-Seq,76.0,36329976.0,PRJNA660263,SAMN15943519,15330278.0,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037640,GSM4755657,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:21:00Z,1.0,GSM4755657,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548348,,RNA-Seq,76.0,36306036.0,PRJNA660263,SAMN15943537,15308708.0,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037784,GSM4755673,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:21:00Z,1.0,GSM4755673,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547818,,RNA-Seq,40.0,36253440.0,PRJNA660263,SAMN15942557,22443094.0,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9036311,GSM4755143,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:16:00Z,1.0,GSM4755143,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547701,,RNA-Seq,40.0,36183960.0,PRJNA660263,SAMN15942636,22512228.0,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9036618,GSM4755026,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4755026,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547310,,RNA-Seq,76.0,36182460.0,PRJNA660263,SAMN15943021,15000811.0,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037250,GSM4756299,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756299,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548043,,RNA-Seq,43.0,36126180.0,PRJNA660263,SAMN15943320,37084899.0,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9036704,GSM4755368,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:58:00Z,1.0,GSM4755368,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,3C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548703,,RNA-Seq,76.0,36114136.0,PRJNA660263,SAMN15943934,16002171.0,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037723,GSM4756028,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4756028,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547794,,RNA-Seq,40.0,36099360.0,PRJNA660263,SAMN15942600,22379536.0,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037758,GSM4755119,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4755119,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547543,,RNA-Seq,76.0,36039276.0,PRJNA660263,SAMN15942839,14779033.0,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037675,GSM4756532,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756532,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547790,,RNA-Seq,40.0,35955280.0,PRJNA660263,SAMN15942597,22271688.0,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037754,GSM4755115,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:16:00Z,1.0,GSM4755115,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547869,,RNA-Seq,42.0,35860120.0,PRJNA660263,SAMN15942474,37149538.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036778,GSM4755194,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:54:00Z,1.0,GSM4755194,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,6C,Ler,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547738,,RNA-Seq,40.0,35846360.0,PRJNA660263,SAMN15942591,22647263.0,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036983,GSM4755063,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4755063,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547957,,RNA-Seq,44.0,35846150.0,PRJNA660263,SAMN15942386,35424839.0,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037553,GSM4755282,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:57:00Z,1.0,GSM4755282,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,5.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547913,,RNA-Seq,44.0,35810580.0,PRJNA660263,SAMN15942490,35282766.0,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037205,GSM4755238,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:55:00Z,1.0,GSM4755238,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,5.0,3C,Ler,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547093,,RNA-Seq,76.0,35791744.0,PRJNA660263,SAMN15942721,15967340.0,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036506,GSM4756082,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756082,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547105,,RNA-Seq,76.0,35763700.0,PRJNA660263,SAMN15943973,15924644.0,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9036662,GSM4756094,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756094,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547832,,RNA-Seq,42.0,35738960.0,PRJNA660263,SAMN15942528,37031543.0,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036461,GSM4755157,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:56:00Z,1.0,GSM4755157,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,3C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547135,,RNA-Seq,76.0,35716732.0,PRJNA660263,SAMN15943989,15866642.0,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036956,GSM4756124,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:44:00Z,1.0,GSM4756124,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547333,,RNA-Seq,76.0,35659808.0,PRJNA660263,SAMN15943035,14678343.0,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037385,GSM4756322,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:44:00Z,1.0,GSM4756322,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547344,,RNA-Seq,76.0,35642708.0,PRJNA660263,SAMN15942977,14693899.0,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037524,GSM4756333,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756333,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547879,,RNA-Seq,44.0,35631400.0,PRJNA660263,SAMN15942499,35154708.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9036916,GSM4755204,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:55:00Z,1.0,GSM4755204,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,5.0,3C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548327,,RNA-Seq,76.0,35629256.0,PRJNA660263,SAMN15943524,14890434.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037635,GSM4755652,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:21:00Z,1.0,GSM4755652,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548060,,RNA-Seq,43.0,35587900.0,PRJNA660263,SAMN15943336,36440478.0,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9036857,GSM4755385,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:58:00Z,1.0,GSM4755385,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,6C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547963,,RNA-Seq,44.0,35487810.0,PRJNA660263,SAMN15942414,34970174.0,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037623,GSM4755288,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:56:00Z,1.0,GSM4755288,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,5.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547563,,RNA-Seq,76.0,35467376.0,PRJNA660263,SAMN15942787,14584450.0,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037823,GSM4756552,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756552,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547825,,RNA-Seq,40.0,35466600.0,PRJNA660263,SAMN15942552,21961303.0,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9036382,GSM4755150,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:16:00Z,1.0,GSM4755150,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,4C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548096,,RNA-Seq,44.0,35432040.0,PRJNA660263,SAMN15943184,34896899.0,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037212,GSM4755421,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:02:00Z,1.0,GSM4755421,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,3C,Ler,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547182,,RNA-Seq,76.0,35428388.0,PRJNA660263,SAMN15943194,15661070.0,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9037370,GSM4756171,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756171,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
